Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,slug,code
206,Alex McCarthy,eng ENG,GK,Southampton,31-281,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Alex-McCarthy,36c2ca73
207,John McGinn,sct SCO,MF,Aston Villa,26-327,1994,2,2,180,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.1,0.1,0.1,0.3,0.07,0.07,0.14,0.07,0.14,Matches,John-McGinn,90f91999
208,Kenny McLean,sct SCO,MF,Norwich City,29-245,1992,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10,Matches,Kenny-McLean,471f16b3
209,Dwight McNeil,eng ENG,MF,Burnley,21-292,1999,3,3,258,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.04,0.18,0.22,0.04,0.22,Matches,Dwight-McNeil,fc15fb84
210,Scott McTominay,sct SCO,MF,Manchester Utd,24-276,1996,2,1,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.03,0.11,0.08,0.11,Matches,Scott-McTominay,d93c2511
211,Ben Mee,eng ENG,DF,Burnley,31-352,1989,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.01,0.07,0.06,0.07,Matches,Ben-Mee,8df7a2fb
212,Benjamin Mendy,fr FRA,DF,Manchester City,27-055,1994,1,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.30,0.30,0.00,0.30,Matches,Benjamin-Mendy,5271c8f1
213,Edouard Mendy,sn SEN,GK,Chelsea,29-193,1992,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Edouard-Mendy,33887998
214,Illan Meslier,fr FRA,GK,Leeds United,21-192,2000,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Illan-Meslier,6b625ac2
215,James Milner,eng ENG,MF,Liverpool,35-249,1986,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,James-Milner,2f90f6b8
216,Yerry Mina,co COL,DF,Everton,26-352,1994,2,1,98,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Yerry-Mina,6d5701f2
217,Tyrone Mings,eng ENG,DF,Aston Villa,28-181,1993,2,2,180,2.0,0,1,0,0,0,1,0,0.00,0.50,0.50,0.00,0.50,0.2,0.2,0.0,0.2,0.08,0.02,0.10,0.08,0.10,Matches,Tyrone-Mings,8397a50c
218,Tyrick Mitchell,eng ENG,DF,Crystal Palace,22-009,1999,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,Tyrick-Mitchell,5cbd1eb0
219,Jakub Moder,pl POL,"MF,DF",Brighton,22-156,1999,3,1,102,1.1,0,1,0,0,0,0,0,0.00,0.88,0.88,0.00,0.88,0.2,0.2,0.4,0.6,0.17,0.38,0.56,0.17,0.56,Matches,Jakub-Moder,f230bc30
220,Wesley Moraes,br BRA,FW,Aston Villa,24-288,1996,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Wesley-Moraes,bfae110f
221,Mason Mount,eng ENG,"MF,FW",Chelsea,22-243,1999,3,3,261,2.9,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.8,0.8,0.9,1.7,0.26,0.31,0.57,0.26,0.57,Matches,Mason-Mount,9674002f
222,Lucas Moura,br BRA,FW,Tottenham,29-028,1992,3,2,179,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.6,0.23,0.08,0.31,0.23,0.31,Matches,Lucas-Moura,2b622f01
223,João Moutinho,pt POR,MF,Wolves,35-002,1986,3,3,226,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.10,0.24,0.34,0.10,0.34,Matches,Joao-Moutinho,f5a00fa4
224,Bali Mumba,eng ENG,DF,Norwich City,19-337,2001,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Bali-Mumba,2d760d7b
225,Jacob Murphy,eng ENG,DF,Newcastle Utd,26-198,1995,3,3,270,3.0,1,1,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67,0.2,0.2,0.6,0.8,0.06,0.20,0.26,0.06,0.26,Matches,Jacob-Murphy,de112b84
226,Enoch Mwepu,zm ZAM,"MF,FW",Brighton,23-252,1998,2,1,64,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.04,0.05,0.09,0.04,0.09,Matches,Enoch-Mwepu,1d5cab82
227,Marvelous Nakamba,zw ZIM,MF,Aston Villa,27-234,1994,2,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Marvelous-Nakamba,de5b5570
228,Wilfred Ndidi,ng NGA,MF,Leicester City,24-268,1996,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Wilfred-Ndidi,6b47c5db
229,Reiss Nelson,eng ENG,FW,Arsenal,21-274,1999,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.16,0.18,0.35,0.16,0.35,Matches,Reiss-Nelson,c5bdb6e3
230,Rúben Neves,pt POR,MF,Wolves,24-181,1997,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,0.9,0.05,0.25,0.30,0.05,0.30,Matches,Ruben-Neves,44bfb6c5
231,Jeremy Ngakia,eng ENG,DF,Watford,21-003,2000,1,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Jeremy-Ngakia,3631ad41
232,Mark Noble,eng ENG,FW,West Ham,34-125,1987,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Mark-Noble,ff527768
233,Christian Nørgaard,dk DEN,MF,Brentford,27-184,1994,3,3,270,3.0,1,0,1,0,0,2,0,0.33,0.00,0.33,0.33,0.33,0.7,0.7,0.0,0.7,0.23,0.01,0.23,0.23,0.23,Matches,Christian-Norgaard,df0a4c90
234,Angelo Ogbonna,it ITA,DF,West Ham,33-110,1988,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Angelo-Ogbonna,74b2cd7e
235,Frank Onyeka,ng NGA,MF,Brentford,23-252,1998,2,2,148,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.09,0.06,0.15,0.09,0.15,Matches,Frank-Onyeka,2944f86f
236,Alex Oxlade-Chamberlain,eng ENG,MF,Liverpool,28-026,1993,1,1,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches,Alex-Oxlade-Chamberlain,38c7feef
237,Cole Palmer,eng ENG,MF,Manchester City,19-127,2002,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Cole-Palmer,dc7f8a28
238,Emerson Palmieri,it ITA,DF,Chelsea,27-038,1994,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Emerson-Palmieri,e0bc6fdc
239,Nicolas Pépé,ci CIV,FW,Arsenal,26-104,1995,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4,0.13,0.08,0.22,0.13,0.22,Matches,Nicolas-Pepe,57e3f0c7
240,Ricardo Pereira,pt POR,DF,Leicester City,27-339,1993,3,3,190,2.1,0,2,0,0,0,1,0,0.00,0.95,0.95,0.00,0.95,0.1,0.1,0.3,0.4,0.04,0.16,0.20,0.04,0.20,Matches,Ricardo-Pereira,75a72a99
241,Ayoze Pérez,es ESP,"FW,MF",Leicester City,28-049,1993,2,2,100,1.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.09,0.23,0.32,0.09,0.32,Matches,Ayoze-Perez,819aa8e7
242,Romain Perraud,fr FRA,DF,Southampton,23-353,1997,2,2,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches,Romain-Perraud,6dfd8f05
243,Kalvin Phillips,eng ENG,MF,Leeds United,25-282,1995,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.05,0.08,0.03,0.08,Matches,Kalvin-Phillips,4f565d77
244,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,19-115,2002,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Jaden-Philogene-Bidace,19f4d211
245,Jordan Pickford,eng ENG,GK,Everton,27-187,1994,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,Jordan-Pickford,4806ec67
246,Erik Pieters,nl NED,MF,Burnley,33-034,1988,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Erik-Pieters,1ef37668
247,Ethan Pinnock,jm JAM,DF,Brentford,28-104,1993,3,3,270,3.0,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.0,0.2,0.05,0.01,0.06,0.05,0.06,Matches,Ethan-Pinnock,e541326e
248,Daniel Podence,pt POR,FW,Wolves,25-324,1995,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Daniel-Podence,7fcc71d8
249,Paul Pogba,fr FRA,"FW,MF",Manchester Utd,28-179,1993,3,3,254,2.8,0,5,0,0,0,2,0,0.00,1.77,1.77,0.00,1.77,0.8,0.8,0.9,1.7,0.27,0.33,0.60,0.27,0.60,Matches,Paul-Pogba,867239d3
250,Nick Pope,eng ENG,GK,Burnley,29-144,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Nick-Pope,4b40d9ca
251,Teemu Pukki,fi FIN,FW,Norwich City,31-165,1990,3,3,224,2.5,1,0,0,1,1,0,0,0.40,0.00,0.40,0.00,0.00,1.0,0.2,0.1,0.3,0.39,0.02,0.42,0.09,0.11,Matches,Teemu-Pukki,0745b37d
252,Christian Pulisic,us USA,MF,Chelsea,22-357,1998,1,1,81,0.9,1,0,1,0,0,0,0,1.11,0.00,1.11,1.11,1.11,0.4,0.4,0.0,0.4,0.40,0.00,0.40,0.40,0.40,Matches,Christian-Pulisic,1bf33a9a
253,Jesuran Rak Sakyi,eng ENG,MF,Crystal Palace,18-340,2002,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Jesuran-Rak-Sakyi,45685411
254,Jacob Ramsey,eng ENG,MF,Aston Villa,20-105,2001,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.03,0.08,0.05,0.08,Matches,Jacob-Ramsey,1544f145
255,Milot Rashica,xk KVX,"FW,MF",Norwich City,25-074,1996,3,3,256,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.07,0.09,0.15,0.07,0.15,Matches,Milot-Rashica,6c6a3300
256,David Raya,es ESP,GK,Brentford,25-360,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,David-Raya,98ea5115
257,Nathan Redmond,eng ENG,MF,Southampton,27-188,1994,2,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,1.06,1.06,0.00,1.06,Matches,Nathan-Redmond,ab651565
258,Sergio Reguilón,es ESP,DF,Tottenham,24-268,1996,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.04,0.00,0.04,Matches,Sergio-Reguilon,3353737a
259,Declan Rice,eng ENG,MF,West Ham,22-239,1999,3,3,270,3.0,0,1,0,0,0,1,0,0.00,0.33,0.33,0.00,0.33,0.0,0.0,0.5,0.5,0.01,0.15,0.16,0.01,0.16,Matches,Declan-Rice,1c7012b8
260,Taylor Richards,eng ENG,MF,Brighton,20-280,2000,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.19,0.00,0.19,0.19,0.19,Matches,Taylor-Richards,e0243d23
261,Richarlison,br BRA,"MF,FW",Everton,24-123,1997,3,3,268,3.0,1,1,1,0,0,2,0,0.34,0.34,0.67,0.34,0.67,0.8,0.8,1.0,1.8,0.26,0.33,0.59,0.26,0.59,Matches,Richarlison,fa031b34
262,Jaïro Riedewald,nl NED,MF,Crystal Palace,25-001,1996,1,1,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Jairo-Riedewald,7a1f2c08
263,Matt Ritchie,sct SCO,DF,Newcastle Utd,32-000,1989,3,3,270,3.0,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.6,0.6,0.02,0.19,0.21,0.02,0.21,Matches,Matt-Ritchie,71ef519e
264,Tyler Roberts,wls WAL,"MF,FW",Leeds United,22-241,1999,3,0,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.03,0.37,0.40,0.03,0.40,Matches,Tyler-Roberts,6c17e046
265,Andrew Robertson,sct SCO,DF,Liverpool,27-183,1994,1,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.05,0.53,0.58,0.05,0.58,Matches,Andrew-Robertson,2e4f5f03
266,Rodri,es ESP,MF,Manchester City,25-080,1996,2,2,180,2.0,1,0,1,0,0,1,0,0.50,0.00,0.50,0.50,0.50,0.2,0.2,0.1,0.3,0.09,0.05,0.14,0.09,0.14,Matches,Rodri,6434f10d
267,Rodrigo,es ESP,MF,Leeds United,30-188,1991,2,2,117,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.34,0.34,0.00,0.34,Matches,Rodrigo,1fb1c435
268,Jay Rodriguez,eng ENG,FW,Burnley,32-043,1989,2,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.6,0.26,0.33,0.60,0.26,0.60,Matches,Jay-Rodriguez,4ab53cdb
269,Cristian Romero,ar ARG,MF,Tottenham,23-136,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Cristian-Romero,a3d94a58
270,Oriol Romeu,es ESP,MF,Southampton,29-351,1991,3,3,256,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,Oriol-Romeu,4b511457
271,Antonio Rüdiger,de GER,DF,Chelsea,28-191,1993,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Antonio-Rudiger,18b896d6
272,Lukas Rupp,de GER,MF,Norwich City,30-245,1991,3,2,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.12,0.05,0.17,0.12,0.17,Matches,Lukas-Rupp,3faa1780
273,José Sá,pt POR,GK,Wolves,28-236,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Jose-Sa,903b6e8b
274,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,24-182,1997,3,3,270,3.0,1,1,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67,0.5,0.5,0.5,1.0,0.17,0.16,0.33,0.17,0.33,Matches,Allan-Saint-Maximin,2b16cb1a
275,Romain Saïss,ma MAR,DF,Wolves,31-168,1990,3,3,263,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.21,0.04,0.24,0.21,0.24,Matches,Romain-Saiss,9fbbcf39
276,Bukayo Saka,eng ENG,FW,Arsenal,20-005,2001,3,2,137,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.09,0.06,0.15,0.09,0.15,Matches,Bukayo-Saka,bc7dc64d
277,Mohamed Salah,eg EGY,FW,Liverpool,29-087,1992,3,3,270,3.0,2,2,1,1,1,0,0,0.67,0.67,1.33,0.33,1.00,1.7,1.0,1.5,2.5,0.57,0.51,1.08,0.32,0.83,Matches,Mohamed-Salah,e342ad68
278,Mohammed Salisu,gh GHA,DF,Southampton,22-146,1999,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.03,0.01,0.03,Matches,Mohammed-Salisu,0b33f6ad
279,Albert Sambi Lokonga,be BEL,MF,Arsenal,21-323,1999,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.03,0.03,0.06,0.03,0.06,Matches,Albert-Sambi-Lokonga,1b4f1169
280,Davinson Sánchez,co COL,DF,Tottenham,25-090,1996,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches,Davinson-Sanchez,da7b447d
281,Robert Sánchez,es ESP,GK,Brighton,23-296,1997,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.06,0.06,0.00,0.06,Matches,Robert-Sanchez,6a713852
282,Jadon Sancho,eng ENG,FW,Manchester Utd,21-169,2000,3,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.11,0.11,0.00,0.11,Matches,Jadon-Sancho,dbf053da
283,Josh Sargent,us USA,"FW,MF",Norwich City,21-202,2000,3,0,46,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.23,0.15,0.38,0.23,0.38,Matches,Josh-Sargent,a8d4428b
284,Ismaila Sarr,sn SEN,MF,Watford,23-197,1998,3,3,270,3.0,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.4,0.4,0.5,0.9,0.12,0.17,0.29,0.12,0.29,Matches,Ismaila-Sarr,bfdb33aa
285,Fabian Schär,ch SUI,DF,Newcastle Utd,29-264,1991,2,2,180,2.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Fabian-Schar,c8aa95da
286,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,28-261,1992,3,2,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.04,0.08,0.03,0.08,Matches,Jeffrey-Schlupp,3312f911
287,Kasper Schmeichel,dk DEN,GK,Leicester City,34-309,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Kasper-Schmeichel,53af52f3
288,Ken Sema,se SWE,MF,Watford,27-345,1993,2,2,167,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.02,0.31,0.33,0.02,0.33,Matches,Ken-Sema,1770bd68
289,Nélson Semedo,pt POR,DF,Wolves,27-298,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.02,0.14,0.16,0.02,0.16,Matches,Nelson-Semedo,d04b94db
290,Jamie Shackleton,eng ENG,DF,Leeds United,21-337,1999,2,0,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.12,0.04,0.16,0.12,0.16,Matches,Jamie-Shackleton,8d03ca5a
291,Luke Shaw,eng ENG,DF,Manchester Utd,26-060,1995,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.01,0.11,0.12,0.01,0.12,Matches,Luke-Shaw,9c94165b
292,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29-195,1992,1,1,69,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.14,0.14,0.00,0.14,Matches,Jonjo-Shelvey,3727dd3c
293,Francisco Sierralta,cl CHI,DF,Watford,24-127,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Francisco-Sierralta,0f933743
294,Bernardo Silva,pt POR,MF,Manchester City,27-031,1994,2,2,147,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08,Matches,Bernardo-Silva,3eb22ec9
295,Fábio Silva,pt POR,"DF,MF",Wolves,19-053,2002,3,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.25,0.00,0.25,0.25,0.25,Matches,Fabio-Silva,e7aa9d7c
296,Thiago Silva,br BRA,DF,Chelsea,36-353,1984,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Thiago-Silva,86e7deaf
297,Moussa Sissoko,fr FRA,MF,Watford,32-025,1989,1,1,70,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.09,0.35,0.43,0.09,0.43,Matches,Moussa-Sissoko,2acd49b9
298,Oliver Skipp,eng ENG,MF,Tottenham,20-359,2000,3,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Oliver-Skipp,6250083a
299,Emile Smith-Rowe,eng ENG,"MF,FW",Arsenal,21-044,2000,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.08,0.13,0.21,0.08,0.21,Matches,Emile-Smith-Rowe,17695062
300,Cédric Soares,pt POR,DF,Arsenal,30-010,1991,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches,Cedric-Soares,839c14e1
301,Tomáš Souček,cz CZE,MF,West Ham,26-195,1995,3,3,270,3.0,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.9,0.5,0.0,0.5,0.29,0.00,0.29,0.16,0.16,Matches,Tomas-Soucek,6613c819
302,Boubakary Soumaré,fr FRA,MF,Leicester City,22-195,1999,2,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Boubakary-Soumare,ae59b359
303,Çağlar Söyüncü,tr TUR,DF,Leicester City,25-110,1996,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,Caglar-Soyuncu,21166ff4
304,Jack Stephens,eng ENG,DF,Southampton,27-226,1994,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.06,0.06,0.00,0.06,Matches,Jack-Stephens,6adbc307
305,Raheem Sterling,eng ENG,"FW,MF",Manchester City,26-276,1994,3,1,132,1.5,1,0,1,0,0,0,0,0.68,0.00,0.68,0.68,0.68,1.3,1.3,0.1,1.4,0.87,0.06,0.94,0.87,0.94,Matches,Raheem-Sterling,b400bde0
306,Pascal Struijk,nl NED,DF,Leeds United,22-030,1999,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,Pascal-Struijk,f4d296e4
307,Japhet Tanganga,eng ENG,DF,Tottenham,22-163,1999,3,3,262,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.02,0.13,0.16,0.02,0.16,Matches,Japhet-Tanganga,e9971f2d
308,Matt Targett,eng ENG,DF,Aston Villa,25-357,1995,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,Matt-Targett,e514ab62
